,poet_name,poem_name,poem_content
240,البحتري,كثرت وفري بعد إقلال,"
كَثَّرتَ وَفري بَعدَ إِقلالِ
وَزِدتَ مِن حالِكَ في حالي
وَما تَقَضَّت مِنكَ أُكرومَةٌ
في ثالِثِ الدَهرِ وَلا التالي
سَومُ غُلامي وَاِرتِجاعي لَهُ
إِن أَنتَ لَم تُغنَ بِهِ غالِ
وَهَبتَ لي مالَكَ سَمحاً بِهِ
وَكَيفَ لا تَأخُذُ لي مالي
إِن تَصِلِ القُربى لِمُدلٍ بِها
فَإِنَّ أَعمامَكَ أَخوالي
وَالشِعرُ رَهنٌ بِجَزاءِ الَّذي
تولِحِ مِن نُعمى وَإِفضالِ
وَفي أَبي طَلحَةَ لي شافِعٌ
وَجارِكَ الشاهِ بنِ ميكالِ
وَسائِلٌ مُرجُوَّةٌ كُلُّها
لِكُلِّ إِحسانِ وَإِجمالِ
فَتَمِّمِ النُعمى الَّتي لَم يَزَل
مِثلُكَ يُسديها لِأَمثالي
"
241,البحتري,أقم علها أن ترجع القول أو علي,"
أَقِم عَلَّها أَن تَرجَعَ القَولَ أَو عَلّي
أُخَلِّفُ فيها بَعضَ ما بي مِنَ الخَبلِ
هِيَ الدارُ إِلّا ما تَخَوَّنَةَ البِلى
وَعَفّى لَجاجُ الريحِ وَالرائِحِ الوَبلِ
فَإِن لَم تَقِف مِن أَجلِ نَفسِكَ ساعَةً
فَقِفها عَلى تِلكَ المَعالِمِ مِن أَجلي
وَإِن شِئتَ فَاِعذُلني فَإِنَّ صَبابَتي
إِذا نَفِدَت بِالدَمعِ عادَت عَلى العَذلِ
رَمَيتُ العُيونَ النُجلَ أَمسِ فَلَم أُصِب
وَأَقصَدَني الرامونَ بِالأَعيُنِ النُجلِ
فَما قَدرُ ما أَبقى إِذا كانَ مَوضِعي
مِنَ الحُبِّ أَن أَبلى عَلَيهِ وَلا أُبلي
وَلَو كُنتُ مِن قَبلِ الهَوى لَم أَقُم لَهُ
فَكَيفَ اِنتِصافي وَالهَوى كانَ مِن قَبلي
عَذيرِيَ مِن داءٍ قَديمٍ تَغَوَّلَت
غَوائِلُهُ في الدَهرِ أَلفَ فَتىً مِثلي
أَماتَ عَلى عَفراءَ عُروَةَ مِن هَوىً
وَبَدَّدَ نَفساً مِن جَميلٍ عَلى جُملِ
رَأى بَعضُهُم بَعضاً عَلى الحُبِّ أَسوَةً
فَماتوا وَمَوتُ الحُبِّ ضَربٌ مِنَ القَتلِ
وَلَيسَ لِساني لِلَّئيمِ وَلا يَدي
وَلا ناقَتي عِندَ البَخيلِ وَلا رَحلي
أَمُبلِغَتي أَيدي الرَواسِمِ جَعفَراً
فَأَحمَدَ في قَولٍ وَيُحمَدَ في فِعلِ
وَأَعهَدَ كَفّاً غَيرَ مَعقودَةِ النَدى
وَعِقدَ وِدادٍ ثَمَّ لَيسَ بِمُنحَلِّ
وَما كُلُّ مَن يُدعى كَريماً لَدَيهِمِ
بِنِدٍّ لَهُ في المَكرُماتِ وَلا مِثلِ
وَتِلكَ سَحاباتٌ مَرَرنَ وَقَد تَرى
تَفاوُتَ ما بَينَ الرَذاذِ إِلى الهَطلِ
فَإِن تَنفَرِد عَنّا قُشَيرٌ بِمَجدِهِ
فَلَم تَنفَرِد عَنّا بِنائِلِهِ الجَزلِ
وَكُنّا نَرى بَعضَ النَدى بَعدَ بَعضِهِ
فَلَمّا اِنتَجَعناهُ دُفِعنا إِلى الكُلِّ
وَجَدناهُ في ظِلِّ السَماحَةِ مُشرِقاً
بِوَجهٍ أَرانا الشَمسَ في ذَلِكَ الظِلِّ
عُلاً حُزتَها بِالجودِ وَالبَذلِ لِلُّهى
نَأَيتَ بِها عَن هِمَّةِ الحاسِدِ الوَغلِ
تَبيتُ عَلى شُغلٍ وَلَيسَ بِضائِرٍ
لِمَجدِكَ يَوماً أَن تَبيتَ عَلى شُغلِ
كَما لَم يَنَل إِبليسُ آدَمَ إِذ سَعى
وَلَم يَمحُ مِن نورِ النَبِيِّ أَبو جَهلِ
وَكَم لَكَ مِن وَسمِيِّ عُرفٍ تُعَرِّفَت
لَهُ سِمَةٌ زَهراءُ في طالِبٍ غُفلِ
وَمِن نِعمَةٍ في مَعشَرٍ لَو دَفَعتَها
عَلى جَبَلٍ لَاِنهَدَّ مِن فادِحِ الثِقلِ
شَكَرتُكَ شُكري لِامرِئٍ جادَ ساحَتي
بِأَنوائِهِ طُرّاً وَلَمّا أَقُل جُد لي
"
242,البحتري,ما كسبنا من أحمد بن علي,"
ما كَسَبنا مِن أَحمَدِ بنِ عَلِيٍّ
وَمِنَ النيلِ غَيرَ حُمّى النيلِ
وَضَلالٌ مِنّي وَخُسرانُ سَعيٍ
طَلَبي النَيلَ عِندَ غَيرِ مُنيلِ
يا أَبا الصَقرِ كَم يَدٍ لَكَ عِندي
ذاتِ عَرضٍ في المَكرُماتِ وَطولِ
كَشِفاءِ السَقامِ في عُقبِ يَأسٍ
مِن تَلافيهِ أَو شِفاءِ الغَليلِ
اِكفِني دِقَّةَ اللِئامِ بِتَخفي
فِكَ ما جادَ مِن خَراجي الثَقيلِ
"
243,البحتري,سطا فما يأمنه خله,"
سَطا فَما يَأمُنُهُ خِلُّهُ
أَحوى سَقيمُ الطَرفِ مُعتَلُّهُ
أَبدى ثَناياهُ فَقُلنا لَهُ
أَوَرَقُ النَرجِسِ أَم طَلُّهُ
وَجنَتُهُ حَمراءُ مَصقولَةٌ
وَجِسمُهُ مِن بَرَدٍ كُلُّهُ
"
244,البحتري,أكثرت في لوم المحب فأقلل,"
أَكثَرتَ في لَومِ المُحِبِّ فَأَقلِلِ
وَأَمَرتَ بِالصَبرِ الجَميلِ فَأَجمِلِ
لَم يَكفِهِ نَأيُ الأَحِبَّةِ بِاللِوى
حَتّى ثَنَيتَ عَلَيهِ لَومَ العُذَّلِ
قَسَمَ الصَبابَةَ فِرقَتَينِ فَشَوقُهُ
لِلظاعِنينَ وَدَمعُهُ لِلمَنزِلِ
مُتَقَسِّمُ الأَحشاءِ يَنشُدُ أَرنُعاً
مُتَقَسِّماتٍ بِالصِبا وَالشَمأَلِ
حَطَّت عَلى تِلكَ الأَجارِعِ وَالرُبى
مِنهُنَّ أَعباءُ الغَمامِ المُثقَلِ
وَسَرى الرَبيعُ لَها يُنَمنِمُ وَشيَها
ضَربَينِ بَينَ مُعَمَّدٍ وَمُهَلَّلِ
وَلَرُبَّ جيدٍ واضِحٍ زُرنا بِها
وَمُقَبَّلٍ عَذبٍ وَطَرفٍ أَكحَلِ
مِن كُلِّ مائِلَةِ الجُفونِ إِلى الكَرى
مِن طولِ لَيلِ الساهِرِ المُتَمَلمِلِ
لَو شِئتِ زِدتِ الكاشِحينَ مِنَ الجَوى
وَوَصَلتِ خُلَّةِ وامِقٍ لَم توصَلِ
أَهلاً وَسَهلاً بِالأَميرِ مُحَمَّدٍ
بِالمُقبِلِ الموفي بِدَهرٍ مُقبِلِ
أَهلاً وَسَهلاً بِاِبنِ صالِحِ الَّذي
بَذَّ المُلوكَ بِرَأفَةٍ وَتَفَضُّلِ
بِالهاشِمِيِّ الصالِحِيِّ المُكتَسي
مِن فَضلِ آصِرَةِ النَبِيِّ المُرسَلِ
جاءَ البَريدُ يَهُزُّ مِنهُ سَماهَةً
قُرَشِيَّةً مِثلَ الغَمامِ المُسبِلِ
بَحرٌ لِكَفِّ المُستَميحِ المُجتَدي
بَدرٌ لِعَينِ الناظِرِ المُتَأَمِّلِ
لَو أَنَّ كَفَّكَ لَم تَجُد لِمُؤَمِّلِ
لَكَفاهُ عاجِلُ وَجهِكَ المُتَهَلِّلِ
وَلَوَ اَنَّ مَجدَكَ لَم يَكُن مُتَقادِماً
أَغناكَ آخِرُ سُؤدَدٍ عَن أَوَّلِ
رَغَّبتَ قَوماً في السَماحِ وَأَينَ هُم
إِن ساجَلوكَ مِنَ السِماكِ الأَعزَلِ
ساموكَ مِن حَسَدٍ فَأَفضَلُ مِنهُمُ
غَيرُ الجَوادِ وَجادَ غَيرُ المُفضِلِ
فَبَذَلتَ فينا ما بَذَلتَ سَماحَةً
وَتَكَرُّماً وَبَذَلتَ ما لَم يُبذَلِ
وَتَنَفَّسَت بِكَ في المَكارِمِ هِمَّةٌ
نَزَلَت مِنَ العَلياءِ أَرفَعَ مَنزِلِ
أَدرَكتَ ما فاتَ الكُهولَ مِنَ الحِجى
في عُنفُوانِ شَبابِكَ المُستَقبِلِ
فَإِذا أَمَرتَ فَما يُقالُ لَكَ اِتَّئِد
وَإِذا قَضَيتَ فَما يُقالُ لَكَ إِعدِلِ
جُزتَ الفُراتَ إِلى الشَآمِ بِراحَةٍ
أَربَت عَلى مَدِّ الفُراتِ المُعجِلِ
وَغَدَوتَ في فَلَقِ الصَباحِ بِغُرَّةٍ
زادَت عَلى دَوءِ الصَباحِ المُنجَلي
اللَهُ أَعطانا المُنى فَقَدِمتَ أَس
عَدَ مَقدِمٍ وَدَخَلتَ أَيمَنَ مَدخَلِ
فَالمَنَّ فيكَ وَفي مَجيئِكَ سالِماً
لِلَّهِ ثُمَّ القائِمِ المُتَوَكِّلِ
"
245,البحتري,قفا في مغاني الدار نسأل طلولها,"
قِفا في مَغاني الدارِ نَسأَل طُلولَها
عَنِ الأُنَّسِ المَفقودِ كانوا حُلولَها
مَتى أَجمَعَت سُعدى رَحيلاً فَإِنَّهُ
قَليلٌ لِسُعدى أَن تُخشى رَحيلَها
وَلَو آذَنَتنا بِالتَحَمُّلِ غُدوَةً
لَشَيَّعَ رَكبٌ بِالدُموعِ حُمولَها
شَنِئتُ الصَبا أَن قيلَ وَجَّهنَ نَحوَها
وَعادَيتُ مِن بَينِ الرِياحِ قَبولَها
وَلَو ساعَدَت سُعدى عَلى الحُبِّ ذا هَوى
أَبَت قَولَ واشيها وَعاصَت عَذولَها
إِذا أَرسَلَت طَيفاً يُذَكِّرُني الجَوى
رَدَدتُ إِلَيها بِالنَجاحِ رَسولَها
أَجِدَّ الغَواني ما تَزالُ مُجِدَّةً
تَباريحَ شَجوٍ ما بَرَدتُ غَليلَها
نَواظِرُ مُعتَلٍّ يُصَرِّفُ لَحظَها
وَإِن أَغفَلَ العُوّادُ سَهواً غَليلَها
تَعَلَّق بِأَسبابِ الوَزيرِ وَلا تُبِل
أَمُبرَمَها عُلِّقتَهُ أَم سَحيلَها
مُضيءٌ وَأَبهى المَشرَفِيّاتِ أَن تَرى
مُؤَثِّرَها عُلِّقتَهُ أَم سَحيلَها
عَظيمُ كَراديسِ المَواكِبِ قادِرٌ
عَلى الدِرعِ أَن يَغتالَ عَنهُ فُضولَها
إِذا قَلَّبَ الآراءَ أَلغى خَسيسَها
وَأَزلَفَ مُختاراً إِلَيهِ أَصيلَها
إِذا أَوطَأَ الشُقرَ الدِماءَ مُشايِحاً
أَعادَ إِلى تِلكَ الشِياتِ حُجولَها
يُؤَمَّلُ جَدواهُ وَمَرجُوُّ نَيلِهِ
كَما غَنِيَت مِصرٌ تُؤَمِّلُ نيلَها
لُهاً سَوَّدَتهُ دونَ قَومٍ وَلَم يَدَع
جَوادُ الرِجالِ أَن يَسودَ بِخَيلَها
تَراحُ الغَوادي أَن تُشاهِدَ عِندَهُ
شَبائِهَها مِن سيبِهِ وَشُكولَها
تَقَرّى جُنوبَ الأَرضِ جوداً وَنائِلاً
وَطَبَّقَ عَدلاً حُزنَها وَسُهولَها
وَلَو سيقَتِ الدُنيا إِلَيهِ بِأَسرِها
وَلَم يَتلُها حَمدٌ لَعافَ قَبولَها
بَقيتَ فَكائِن جِئتَ بادِئَ نِعمَةٍ
يَفِلُّ السَحابُ أَن يَجيءَ رَسيلَها
وَأَعطَيتَ طُلّابَ النَوافِلِ سُؤلَهُم
فَمِن أَينَ لا تُعطي القَصائِدَ سولَها
وَوَلَّيتَ عُمّالَ السَوادِ فَوَلِّني
قَرارَةَ بَيتي مُدَّةً لَن أُطيلَها
قَصَرتُ مَسافاتِ المَدائِحِ عامِداً
وَحَقُّكَ أَن تُعطى بِجَدواكَ طولَها
حَبَستُ القَوافي عَنكَ وَهيَ نَوازِعٌ
تُجاذِبُ مِن شَوقٍ إِلَيكَ كُبولَها
فَها أَنا إِن تُطلِق سَبيلي مُيَسَّراً
إِلى بَلَدي أُطلِق لَدَيكَ سَبيلَها
وَما شَكَرَ النَعماءَ مِثلِيَ شاكِرٌ
إِذا قائِلُ الأَقوامِ جازى فَعولَها
فَكَيفَ تَراني صانِعاً في كَثيرِها
إِذا كُنتُ أُجزى بِالكَثيرِ قَليلَها
"
246,البحتري,فؤاد بذكر الظاعنين موكل,"
فُؤادٌ بِذِكرِ الظاعِنينَ مُوَكَّلُ
وَمَنزِلُ حَيٍّ فيهِ لِلشَوقِ مَنزِلُ
أَراحِلَةٌ لَيلى وَفي الصَدرِ حاجَةٌ
أَقامَ بِها وَجدٌ فَما يَتَرَحَّلُ
سَلامٌ عَلى الحَيِّ الَّذينَ تَحَمَّلوا
وَعَجلانُ مِن غُرِّ السَحابِ مُجَلجِلُ
فَكَم كَلَفٍ في إِثرِهِم لَيسَ يَنقَضي
وَكَم خُلَّةٍ مِن بَعدِهِم لَيسَ توصَلُ
وَقَفنا عَلى دارِ البَخيلَةِ فَاِنبَرَت
بَوادِرُ قَد كانَت بِها العَينُ تَبخَلُ
عَلى دارِسِ الآياتِ عافٍ تَعاقَبَت
عَلَيهِ صَباً ما تَستَفيقُ وَشَمأَلُ
فَلَم يَدرِ رَسمُ الدارِ كَيفَ يُجيبُنا
وَلا نَحنُ مِن فَرطِ الجَوى كَيفَ نَسأَلُ
أَجِدَّكَ هَل تُنسى العُهودُ فَيَنطَوي
بِها الدَهرُ أَو يُسلى الحَبيبُ فَيُذهَلُ
أَرى حُبَّ لَيلى لا يَبيدُ فَيَنقَضي
وَلا تَلتَوي أَسبابُهُ فَتَحَلَّلُ
مُعَنّاً بِهِ الصَبُّ الشَجِيُّ المُعَذَّلُ
عَلَيهِ وَذو الحُبِّ المُعَنّى المُعَذَّلُ
سَتَأخُذُ أَيدي العيسِ مِنهُ إِذا اِنتَحى
بِأَشخاصِها جِنحٌ مِنَ اللَيلِ أَليَلُ
إِلى مَعقِلٍ لِلمُلكِ لَولا اِعتِزامُهُ
وَمَنعَتُهُ ما كانَ لِلمُلكِ مَعقِلُ
وَمَكرُمَةِ الدُنيا الَّتي لَيسَ دونَها
مُرادٌ وَلا عَن ظِلِّها مُتَحَوَّلُ
إِلى مُصعَبِيِّ العَزمِ يَسطو فَيَغتَدي
وَمُتَّسِعِ المَعروفِ يُعطي فَيُجزِلُ
فَتىً لا نَداهُ حَجرَةٌ حينَ يَبتَدي
وَلا مالُهُ مِلكٌ لَهُ حينَ يُسأَلُ
إِذا نَحنُ أَمَّلناهُ لَم يَرَ حَظَّهُ
زَكا أَو يَرى جَدواهُ حَيثُ يُؤَمَّلُ
لَهُ قَدَمٌ في المَجدِ تَعلَمُ أَنَّهُ
بِسُؤدُدِها يُربى مِراراً وَيُفضِلُ
إِذا جاءَ أَغضى العاذِلونَ وَكَفَّهُم
قَديمُ مَساعيهِ الَّتي يَتَقَبَّلُ
وَمَن ذا يَلومُ البَحرَ أَن باتَ زاخِراً
يَفيضُ وَصَوبَ المُزنِ أَن باتَ يَهطِلُ
وَلَم أَرَ مَجداً كَالأَميرِ مُحَمَّدٍ
إِذا ما غَدا يَنهَلُّ أَو يَتَهَلَّلُ
حَياةُ النُفوسِ المُرهَقاتِ وَمَأمَنٌ
يَثوبُ إِلَيهِ الخائِفونَ وَمَوثِلُ
أُعيرَت بِهِ بَغدادُ سَكبَ غَمامَةٍ
تَعُلُّ البِلادُ مِن نَداها وَتَنهَلُ
فَقَد فَقَدَت أُنسَ الخِلافَةِ وَاِنتَحى
عَلى أَهلِها خَطبٌ مِنَ الدَهرِ مُعضِلُ
وَليتَهُمُ وَالأُفقِ أَغبَرُ عِندَهُم
وَجَوُّهُمُ عَن صَيِّبِ المُزنِ مُقفَلُ
فَجاءَ بِكَ الصُنعُ الَّذي كانَ ذاهِباً
وَجيدَ بِكَ الصُقعُ الَّذي كانَ يُمحَلُ
وَما كُنتَ إِلّا رَحمَةَ اللَهِ ساقَها
إِلَيهِم وَدُنياهُم أَتَت وَهيَ تُقبِلُ
وَيَومُهُمُ السَعدُ الَّذي ضَمَّ أَمرَهُم
إِلَيكَ هُوَ اليَومُ الأَغَرُّ المُحَجَّلُ
تَلينُ وَتَقسو شِدَّةً وَتَأَلُّفاً
وَتُملي فَتَستَأني وَتَقضي فَتَعدِلُ
وَمازِلتَ مَدلولاً عَلى كُلِّ خُطَّةٍ
مِنَ المَجدِ ما تُرقى وَما تُتَوَقَّلُ
تَدارَكَني الإِحسانُ مِنكَ وَمَسَّني
عَلى حاجَةٍ ذاكَ الجَدا وَالتَطَوُّلُ
وَدافَعتَ عَنّي حينَ لا الفَتحُ يُبتَغى
لِدَفعِ الَّذي أَخشى وَلا المُتَوَكِّلُ
لَعَمري لَقَد وَحّى اِبنُ مُخلَدَ حاجَتي
وَأَسعَفَني عَفواً بِما كُنتُ أَسأَلُ
أَطاعَكَ في رِفدي رِضاً وَتَقَبُّلاً
لِما تَرتَضي مِنّي وَما تَتَقَبَّلُ
هُوَ المَرءُ يَأتي ما أَتَيتَ تَحَرِّياً
وَيُعطي الَّذي تُعطى اِتِّباعاً وَيَبذُلُ
يُبادِرُ ما تَهواهُ حَتّى يَجيئَهُ
تَوَخٍّ فَيُمضي أَو تَقولُ فَيَفعَلُ
فَلا تَكذَبَن عَن فَضلِهِ وَوَفائِهِ
فَما هُوَ في هاتَينِ إِلّا السَمَوأَلُ
"
247,البحتري,قد زاد في كمدي وأضرم لوعتي,"
قَد زادَ في كَمَدي وَأَضرَمَ لَوعَتي
مَثوى حَبيبٍ يَومَ بانَ وَدِعبِلِ
وَبَقاءُ ضَربِ الخَثعَمِيِّ وَصِنفِهِ
مِن كُلِّ مَكدودِ القَريحَةِ مُجبِلِ
أَهلُ المَعاني المُستَحيلَةِ رِن هُمُ
طَلَبوا البَراعَةَ وَالكَلامِ المُقفَلِ
أَخَوَيَّ لا تَزَلِ السَماءُ مُخيلَةً
تَغشاكُما بِسَماءِ مُزنٍ مُسبِلِ
جَدَثٌ عَلى الأَهوازِ يَبعُدُ دونَهُ
مَسرى النَعِيِّ وَرَمَّةٌ بِالمَوصِلِ
"
248,البحتري,هذا الحبيب فمرحبا بخياله,"
هَذا الحَبيبُ فَمَرحَباً بِخَيالِهِ
أَنّى اِهتَدى وَاللَيلُ في سِربالِهِ
بَل كَيفَ زارَ وَدونَهُ مَجهولَةٌ
مِن سَبسَبٍ قَفرٍ تَمورُ بِآلِهِ
صارٍ تَجاوَزَ مِن شَقائِقِ عالِجٍ
بُعدَ المَدى مِن سَهلِهِ وَجِبالِهِ
حَتّى تَقَنَّصَهُ الكَرى لِمُتَيَّمٍ
لَولا الكَرى لَشَفاهُ مِن بَلبالِهِ
رَشَأٌ كَأَنَّ الشَمسَ يَومَ دُجُنَّةٍ
حَيراءَ بَينَ هُجولِهِ وَحِجالِهِ
وَمُنَعَّمٍ هَجَرُ السُرورِ بِهَجرِهِ
لِمُحِبِّهِ وَوِصالُهُ بِوِصالِهِ
واهاً لِأَيّامٍ غَنينا مَرَّةً
بِنَعيمِها وَالدَهرُ في إِقبالِهِ
أَبَني حُمَيدٍ طالَ مَجدُ مُحَمَّدٍ
لَمّا تَطاوَلتُم لِبُعدِ مَنالِهِ
وَلَكُم وَلَستُم لاحِقينَ بِشَأوِهِ
شَرَفٌ تَظَلُّ الشَمسُ تَحتَ ظِلالِهِ
لا تَحسِدوهُ فَضلَ رُتبَتِهِ الَّتي
أَعيَت عَلَيكُم وَافعَلوا كَفِعالِهِ
مَلِكٌ أَطاعَتهُ العُلا وَأَطاعَها
في مالِهِ وَعَصى عَلى عُذّالِهِ
جَزلُ المَواهِبِ لَيسَ تُرفَعُ غايَةٌ
لِلمَجدِ إِلّا نالَها بِنَوالِهِ
مُتَنَقِّلٌ مِن سُؤدَدٍ في سُؤدَدٍ
مِثلَ الهِلالِ جَرى إِلى اِستِكمالِهِ
يا أَيُّها المَلِكُ الَّذي قَسَمَ النَدى
نِصفَينِ بَينَ يَمينِهِ وَشَمالِهِ
فَأَجازَ حُكمَ السَيفِ في أَعدائِهِ
فَمَضى وَحُكمُ الجودِ في أَموالِهِ
"
249,البحتري,لو أسعدت سعدى بتنويلها,"
لَو أَسعَدَت سُعدى بِتَنويلِها
أَو يَسَّرَث عاجِلَ مَبذولِها
لَأَبرَأَت أَحشاءَ ذي لَوعَةٍ
مَتَيَّمِ الأَحشاءِ مَتبولِها
إِنَّ الغَواني يَومَ سِقطِ اللِوى
أَدَّت إِلَينا الإِفكَ مِن قيلِها
كَم لَيلَةٍ مُستَبطَإٍ صُبحُها
يَصدُدنَ أَو يَزدَدنَ في طولِها
أَوانِسٌ عَطشانَةٌ وُشحُها
رَيّانَةٌ خُرسٌ خَلاخيلُها
عَوارِضٌ يُجلى ظَلامُ الدُجى
إِذا اِجتَلَينا ضَوءَ مَصقولِها
وَمِن خُدودٍ مُشبَعٍ صِبغُها
في لَثمِها الفَوزُ وَتَقبيلِها
ما عُذرُ عَينَيكَ وَقَد زاغَتا
عَن مُرهَفِ القامَةِ مَجدولِها
أَمّا الخَيالاتُ فَلَم تَنفَكِك
تَسري إِلَينا بِأَباطيلِها
وَلَم نَعُد مِنها إِلى طائِلٍ
غَيرِ الأَمانِيِّ وَتَضليلَها
لا تَعبَ بِالدُنيا فَكائِن أَرَت
فاضِلَها تابِعَ مَفضولَها
وَقَلَّما عارِفَةٌ لَم يَكُن
مَقولُها بادِيَ مَفعولِها
وَكدُ بَني الفَيّاضِ في حَشدِهِم
عَلى مَعاليهِم وَتَأثيلِها
قَد سَيَّروا أَفعالَهُم بَينَها
وَنَقَّلوها كُلَّ تَنقيلِها
يَطوونَ مِن أَبعادِها طَيَّهُم
مِن فَرسَخِ الأَرضِ وَمِن ميلِها
إِذا بَدَوا في حَرَجاتِ القَنا
حَسِبتَ أُسدَ الغابِ في غيلِها
مازالَ رَهطٌ مِنهُمُ يَعتَلي
بِمُغمَدِ البيضِ وَمَسلولِها
صَوارِمٌ عَن حَدِّ مَأثورِها
خَلَّت إِيادٌ دَيرَ عاقولَها
شُكري عَلِيّاً دونَ قَومٍ عَلى
غَرائِبِ النُعمى وَتَخويلِها
وَنَرتَجي مِن سَيبِ آلائِهِ
ما تَرتَجيهِ مِصرُ مِن نَيلِها
وَلَستُ أَعتَدُّ عَتاداً سِوى
يَدِ اِبنِ فَيّاضٍ وَتَأميلِها
إِن قَلَّلَ المَعروفَ تَأخيرُهُ
كَثَّرَ جَدواهُ بِتَعجيلِها
"
250,البحتري,رأيت الانبساط إليك يحظى,"
رَأَيتُ الاِنبِساطَ إِلَيكَ يُحظى
لَدَيكَ وَيُستَماحُ بِهِ النَوالُ
وَيُغضِبُكَ السُكوتُ إِذا سَكَتنا
وَبَعضُ القَومِ يُغضِبُهُ السُؤالُ
وَقَد سَبَقَت أَيادٍ مِنكَ بيضٌ
وَآلاءٌ إِذا حُمِلَت ثِقالُ
وَلَولا حاجَةٌ خَفَّفتُ فيها
لَقَلتُ سَفاهَةً ما لا يُقالُ
جَرَيتُ عَلى الَّذي عَوَّدتَنيهِ
وَكانَ مَكانَ ذاكَ الجاهِ مالُ
"
251,البحتري,جسمي لا جسمك النحيل,"
جِسمِيَ لا جِسمُكَ النَحيلُ
وَيا عَليلاً أَنا العَليلُ
حُمّاكَ حُمّايَ غَيرَ شَكٍّ
فَلَيتَني دونَكَ البَديلُ
حَمَيتُ نَفسي لَذيذَ عَيشٍ
إِذِ احتَمى ذَلِكَ الخَليلُ
وَحالَ مِن دونِهِ حِجابٌ
فَعادَني لَيلِيَ الطَويلُ
إِنّي لَأَرضى بِخَطِّ سَطرٍ
أَو أَن يَجيني لَهُ رَسولُ
"
