,poet_name,poem_name,poem_content
10,محيي الدين بن عربي,بذي سلم والدير من حاضر الحمى,"
بِذي سَلَمٍ وَالدَيرِ مِن حاضِرِ الحِمى
ظِباءَ تُريكَ الشَمسَ في صورَةَ الدُمى
فَأَرقُبُ أَفلاكاً وَأَخدُمُ بيعَةً
وَأَحرُسُ رَوضاً بِالرَبيعِ مُنَمنَما
فَوَقتاً أُسَمّى راعِيَ الظَبيِ بِالفَلا
وَوَقتاً أُسَمّى راهِباً وَمُنَجِّما
تَثَلَّثَ مَحبوبي وَقَد كانَ واحِداً
كَما صَيَّروا الأَقنامَ بِالذاتِ أُقنُما
فَلا تُنكِرَن يا صاحِ قَولي غَزالَةٍ
تُضيءُ لِغِزلانٍ يَطُفنَ عَلى الدُمى
فَلِلظَّبيِ أَجياداً وَلِلشَمسِ أَوجُهاً
وَلِلدُّميَةِ البَيضاءِ صَدراً وَمِعصَما
كَما قَد أَعَرنا لِلغُصونِ مَلابِساً
وَلِلرَّوضِ أَخلاقاً وَلِلبَرقِ مَبسِما
"
11,محيي الدين بن عربي,ناحت مطوفة فحن حزين,"
ناحَت مُطَوَّفَةٌ فَحُنَّ حَزينُ
وَشَجاهُ تَرجيعٌ لَها وَحَنينُ
جَرَتِ الدُموعُ مِنَ العُيونِ تَفَجُّعاً
لِحَنينِها فَكَأَنَّهُنَّ عُيونُ
طارَحتُها ثُكلاً بِفَقدِ وَحيدِها
وَالثُكلُ مِن فَقدِ الوَحيدِ يَكونُ
طارَحتُها وَالشَجوُ يَمشي بَينَنا
ما إِن تَبينُ وَإِنَّني لَأَبينُ
بي لاعِجٌ مِن حُبِّ رَملَةِ عالِجٍ
حَيثُ الخِيامُ بِها وَحَيثُ العينُ
مِن كُلِّ فاتِكَةِ الأَلحاظِ مَريضَةٍ
أَجفانُها لِظُبى اللَحاظِ جُفونُ
ما زِلتُ أَجرَعُ دَمعَتي مِن غُلَّتي
أُخفي الهَوى عَن عاذِلي وَأَصونُ
حَتّى إِذا صاحَ الغُرابُ بِبَينِهِم
فَضَحَ الفِراقُ صَبابَةَ المَحزونِ
وَصَلوا السَرى قَطَعوا البُرى فَلِعيسِهِم
تَحتَ المَحامِلِ رَنَّةٌ وَأَنينُ
عايَنتُ أَسبابَ المَنِيَّةِ عِندَما
أَرخوا أَزِمَّتَها وَشُدَّ وَضينُ
إِنَّ الفِراقَ مَعَ الغَرامِ لَقاتِلي
صَعبُ الغَرامِ مَعَ اللِقاءِ يَهونُ
ما لي عَذولٌ في هَواها إِنَّها
مَعشوقَةٌ حَسناءُ حَيثُ تَكونُ
"
12,محيي الدين بن عربي,رأى البرق شرقيا فحن إلى الشرق,"
رَأى البَرقَ شَرقِيّاً فَحَنَّ إِلى الشَرقِ
وَلَو لاحَ غَربِيّاً لَحَنَّ إِلى الغَربِ
فَإِنَّ غَرامي بِالبُرَيقِ وَلَمحِهِ
وَلَيسَ غَرامي بِالأَماكِنِ وَالتُربِ
رَوَتهُ الصَبا عَنهُم حَديثاً مُعَنعناً
عَنِ البَثِّ عَن وَجدي عَنِ الحُزنِ عِن كَربي
عَنِ السُكرِ عَن عَقلي عَنِ الشَوقِ عَن جَوىً
عَنِ الدَمعِ عَن جَفني عَنِ النارِ عَن قَلبي
بِأَنَّ الَّذي تَهواهُ بَينَ ضُلوعِكُم
تُقَلِّبُهُ الأَنفاسُ جَنباً إِلى جَنبِ
فَقُلتُ لَها بَلِّغ إِليهِ بِأَنَّهُ
هُوَ الموقِدُ النارِ الَّتي داخِلَ القَلبِ
فَإِن كانَ إِطفاءٌ فَوَصلٌ مُخَلَّدٌ
وَإِن كانَ إِحراقٌ فَلا ذَنبَ لِلصَبِّ
"
13,محيي الدين بن عربي,غادروني بالأثيل والنقا,"
غادَروني بِالأَثيلِ وَالنَقا
أَسكُبُ الدَمعَ وَأَشكو الحُرَقا
بِأَبي مَن ذُبتُ فيهِ كَمَداً
بِأَبي مَن مُتُّ مِنهُ فَرَقا
حُمرَةُ الحَجلَةِ في وَجنَتِهِ
وَضَحُ الصُبحِ يُناغي الشَفَقا
قَوَّضَ الصَبرُ فَطَنَّبَ الأَسى
وَأَنا ما بَينَ هذَينِ لَقا
مَن لِبَثّي مَن لِوَجدي دُلَّني
مَن لِحُزني مِن لِصَبٍّ عَشِقا
كُلَّما ضَنَّت تَباريحُ الهَوى
فَضَحَ الدَمعُ الجَوى وَالأَرَقا
فَإِذا قُلتُ هَبوا لي نَظرَةً
قيلَ ما تُمنَعُ إِلّا شَفَقا
ما عَسى تُغنيكَ مِنهُم نَظرَةٌ
هِيَ إِلّا لَمحُ بَرقٍ بَرَقا
لَستُ أَنسى إِذ حَدا الحادي بِهِم
يَطلُبُ البَينَ وَيَبغي الأَبرَقا
نَعَقَت أَغرِبَةُ البَينِ بِهِم
لا رَعى اللَهُ غُراباً نَعَقا
ما غُرابُ البَينِ إِلّا جَمَلٌ
سارَ بِالأَحبابِ نَصّاً عَنَقا
"
14,محيي الدين بن عربي,حملن على اليعملات الخدورا,"
حَمَلنَ عَلى اليَعمَلاتِ الخُدورا
وَأَودَعنَ فيها الدُمى وَالبُدورا
وَواعَدنَ قَلبي أَن يَرجِعوا
وَهَل تَعِدُ الخودُ إِلّا غُرورا
وَحَيَّت بِعُنّابِها لِلوَداعِ
فَأَذرَت دُموعاً تَهيجُ السَعيرا
فَلَمّا تَوَلَّت وَقَد يَمَّمَت
تُريدُ الحَوَرنَقَ ثُمَّ السَديرا
دَعَوتُ ثُبوراً عَلى إِثرِهِم
فَرَدَّت وَقالَت أَتَدعو ثُبورا
فَلا تَدعُوَنَّ بِها واحِداً
وَلكِنَّما اِدعُ ثُبوراً كَثيرا
أَلا يا حَمامَ الأَراكِ قَليلاً
فَما زادَكَ البَينُ إِلّا هَديرا
وَنَوحُكَ يا أَيُّهذا الحَمامُ
يُثيرُ المَشوقَ يَهيجُ الغَيورا
يُذيبُ الفُؤادَ يَذودُ الرَقادَ
يُضاعِفُ أَشواقَنا وَلِلزَّفيرا
يَحومُ الحِمامُ لِنَوحِ الحَمامِ
فَيَسأَلُ مِنهُ البَقاءَ يَسيرا
عَسى نَفحَةٌ مَن صَبا حاجِرٍ
تَسوقُ إِلَينا سَحاباً سَطيرا
تُرَوّي بِها أَنفُساً ظَمِئنَ
فَما اِزدادَ سُحبُكَ إِلّا نُفورا
فَيا راعِيَ النَجمِ كُن لي نَديماً
وَيا ساهِرَ البَرقِ كُن لي سَميرا
أَيا راقِدَ اللَيلِ هُنَّئتَهُ
فَقُل لِلمَماتِ عَمَرتَ القُبورا
فَلَو كُنتَ تَهوى الفَتاةَ العَروبا
لَنِلتَ النَعيمَ بِها وَالسُرورا
تُعاطى الحِسانَ خُمورَ الخِمارِ
تُناجي الشُموسَ تُناغي البُدورا
"
15,محيي الدين بن عربي,يا حادي العيس لا تعجل بها وقفا,"
يا حادِيَ العيسِ لا تَعجَل بِها وَقِفا
فَإِنَّني زَمِنٌ في إِثرِها غادي
قِف بِالمَطايا وَشَمِّر مِن أَزِمَّتِها
بِاللَهِ بِالوَجدِ وَالتَبريحِ يا حادي
نَفسي تُريدُ وَلكِن لا تُساعِدُني
رِجلي فَمَن لي بِإِشفاقٍ وَإِسعادِ
ما يَفعَلُ الصَنَعُ النَحريرُ في شُغُلٍ
آلاتُهُ أَذِنَت فيهِ بِإِفسادِ
عَرَّج فَفي أَيمَنِ الوادي خِيامُهُمُ
لِلَّهِ دَرُّكَ ما تَحويهِ يا وادي
جَمَعتَ قَوماً هُمُ نَفسي وَهُم نَفَسي
وَهُم سَوادُ سُوَيدا خِلبِ أَكبادي
لا دَرَّ دَرُّ الهَوى إِن لَم أَمُت كَمَداً
بِحاجِرٍ أَو بِسَلعٍ أَو بِأَجيادِ
"
16,محيي الدين بن عربي,قف بالمنازل واندب الأطلالا,"
قِف بِالمَنازِلِ وَاِندُبِ الأَطلالا
وَسلِ الرُبوعَ الدارِساتِ سُؤالا
أَينَ الأَحِبَّةُ أَينَ سارَت عيسُهُم
هاتيكَ تَقطَعُ في اليَبابِ أَلالا
مِثلَ الحَدائِقِ في السَرابِ تَراهُمُ
الآلُ يَعظُمُ في العُيونِ أَلالا
ساروا يُريدونَ العُذَيبَ لِيَشرَبوا
ماءً بِهِ مِثلُ الحَياةِ زُلالا
فَقَفَوتُ أَسأَلُ عَنهُمُ ريحَ الصَبا
هَل خَيَّموا أَو إِستَظَلّوا الضالا
قالَت تَرَكتُ عَلى زَرودَ قِبابَهُم
وَالعيسِ تَشكو مِن سُراها كَلالا
قَد أَسدَلوا فَوقَ القِبابِ مَضارِباً
يَستُرنَ مِن حُرِّ الهَجيرِ جَمالا
فَاِنهَض إِلَيهِم طالِباً آثارَهُم
وَاِرفُل بِعيسِكَ نَحوَهُم إِرفالا
فَإِذا وَقَفتَ عَلى مَعالِمِ حاجِرٍ
وَقَطَعتَ أَغواراً بِها وَجِبالا
قَرَبُت مَنازِلُهُم وَلاحَت نارُهُم
ناراً قَد اِشعَلَتِ الهَوى إِشعالا
فَأَنِخ بِها لا يَرهَبَنَّكَ أُسُدُها
الإِشتِياقُ يُريكَها أَشبالا
"
17,محيي الدين بن عربي,يا طللا عند الأثيل دارسا,"
يا طَلَلاً عِندَ الأَثيلِ دارِسا
لاعَبتُ فيهِ خُرّداً أَوانِسا
بِالأَمسِ كانَ مُؤنِساً وَضاحِكاً
وَاليَومَ أَضحى موحِشاً وَعابِسا
نَأوا وَلَم أَشعُرهُمُ فَما دَرَوا
أَنَّ عَلَيهِم مِن ضَميري حارِسا
يَتبَعهُمُ حَيثُ نَأوا وَخَيَّموا
وَقَد يَكونُ لِلمَطايا سائِسا
حَتّى إِذا حَلَّوا بِقَفرٍ بَلقَعٍ
وَخَيَّموا وَاِفتَرَشوا الطَنافِسا
عادَ بِهِم رَوضاً أَغَنَّ يانِعاً
مِن بَعدِ ما قَد كانَ قَفراً يابِسا
ما نَزَلوا مِن مَنزِلٍ إِلّا حَوى
مِن الحِسانِ رَوضَةً طَواوِسا
وَلا نَأوا عَن مَنزِلٍ إِلّا حَوى
مِن عاشِقيهِم أَرضُهُ نَواوِسا
"
18,محيي الدين بن عربي,مرضي من مريضة الأجفان,"
مَرَضي مِن مَريضَةِ الأَجفانِ
عَلِّلاني بِذِكرِها عَلِّلاني
هَفَتِ الوُرقُ بِالرِياضِ وَناحَت
شَجوُ هذا الحَمامِ مِمّا شَجاني
بِأَبي طَفلَةٌ لَعوبٌ تَهادى
مِن بَناتِ الخُدورِ بَينَ الغَواني
طَلَعَت في العِيانِ شَمساً فَلَمّا
أَفلَت أَشرَقَت بِأُفقِ جَناني
يا طُلولاً بِرامَةٍ دارِساتٍ
كَم رَأَت مِن كَواعِبٍ وَحِسانِ
بِأَبي ثُمَّ بي غَزالٌ رَبيبٌ
يَرتَعي بَينَ أَضلُعي في أَمانِ
ما عَلَيهِ مِن نارِها فَهوَ نورٌ
هكَذا النورُ مُخمِدُ النيرانِ
يا خَليلَيَّ عَرَّجا بِعِناني
لَأَرى رَسمَ دارِها بِعَياني
فَإِذا ما بَلَغتُما الدارَ حُطّا
وَبِها صاحِبَيَّ فَلتَبكِياني
وَقِفا بي عَلى الطُلولِ قَليلاً
نَتَباكى بَل أَبكِ مِمّا دَهاني
الهَوى راشِقي بِغَيرِ سِهامٍ
الهَوى قاتِلي بِغَيرِ سِنانِ
عَرَّفاني إِذا بَكَيتُ لَدَيها
تُسعِداني عَلى البُكا تُسعِداني
وَاِذكُرا لي حَديثَ هِندٍ وَلُبنى
وَسُلَيمى وَزَينَبٍ وَعِنانِ
ثُمَّ زيداً مِن حاجِرٍ وَزَرودٍ
خَبراً عَن مَراتِعِ الغِزلانِ
وَاِندُباني بِشِعرِ قَيسٍ وَلَيلى
وَبِمَيٍّ وَالمُبتَلى غَيلانِ
طالَ شَوقي لِطَفلَةٍ ذاتِ نَثرٍ
وَنِظامٍ وَمِنبَرٍ وَبَيانِ
مِن بَناتِ المُلوكِ مِن دارِ فُرسٍ
مِن أَجَلَّ البِلادِ مِن أَصبَهانِ
هِيَ بِنتُ العِراقِ بِنتُ إِمامي
وَأَنا ضِدُّها سَليلُ يَماني
هَل رَأَيتُم يا سادَتي أَو سَمِعتُم
أَنَّ ضِدَّينِ قَطُّ يَجتَمِعانِ
لَو تَرانا بِرامَةٍ نَتَعاطى
أَكَؤساً لِلهَوى بِغَيرِ بَنانِ
وَالهَوى بَينَنا يَسوقُ حَديثاً
طَيِّباً مُطرِباً بِغَيرِ لِسانِ
لَرَأَيتُم ما يَذهَبُ العَقلُ فيهِ
يَمَنٌ وَالعِراقُ مُعتَنِقانِ
كَذِبَ الشاعِرُ الَّذي قالَ قَبلي
وَبِأَحجارِ عَقلِهِ قَد رَماني
أَيُّها المُنكِحُ الثُرَيّا سُهَيلاً
عَمرَكَ اللَهَ كَيفَ يَلتَقِيانِ
هِيَ شامِيَّةٌ إِذا ما اِستَهَلَّت
وَسُهَيلٌ إِذا اِستَهَلَّ يَماني
"
19,محيي الدين بن عربي,أيا روضة الوادي أجب ربة الحمى,"
أَيا رَوضَةَ الوادي أَجِب رَبَّةَ الحِمى
وَذاتَ الثَنايا الغُرَّ يا رَوضَةَ الوادي
وَظَلَّل عَلَيها مِن ظِلالِكَ ساعَةً
قَليلاً إِلى أَن يَستَقِرَّ بِها النادي
وَتُنصَبُ بِالأَجوازِ مِنكَ خِيامُها
فَما شِئتَ مِن طَلٍّ غَذاءً لِمُنآدِ
وَما شِئتَ مِن وَبلٍ وَما شِئتَ مِن نَدىً
سَحابٌ عَلى باناتِها رائِحٌ غادِ
وَما شِئتَ مِن ظِلٍّ ظَليلٍ وَمِن جَنىً
شَهِيٍّ لَدى الجاني يَميسُ بِمَيّادِ
وَمِن ناشِدٍ فيها زَرودَ وَرَملَها
وَمِن مُنشِدٍ حادٍ وَمِن مُنشِدٍ هادِ
"
20,محيي الدين بن عربي,عج بالركائب نحو برقة ثهمد,"
عُج بِالرَكائِبِ نَحوَ بُرقِةِ ثَهمَدِ
حَيثُ القَضيبُ الرَطبُ وَالرَوضُ النَدى
حَيثُ البُروقُ بِها تُريكَ وَميضَها
حَيثُ السَحابُ بِها يَروحَ وَيَغتَدي
وَاِرفَع صُوَيتَكَ بِالسُحَيرِ مُنادِياً
بِالبيضِ وَالغيدِ الحِسانِ الخُرَّدِ
مِن كُلِّ فاتِكَةٍ بِطَرفٍ أَحوَرٍ
مِن كُلِّ ثانِيَةٍ بِجيدٍ أَغيدِ
تَهوي فَتُقصِدُ كُلَّ قَلبٍ هائِمٍ
يَهوى الحِسانَ بِراشِقٍ وَمُهَنَّدِ
تَعطو بِرَخصٍ كَالدَمَقسِ مُنَعَّمٍ
بِالنَدِّ وَالمِسكِ الفَتيقِ مُقَرمَدِ
تَرنو إِذا لَحَظَت بِمُقلَةِ شادِنٍ
يُعزى لِمُقلَتِها سَوادُ الإِئمِدِ
بِالغُنجِ وَالسِحرِ القَتولِ مُكَحَّلٍ
بِالتَيهِ وَالحُسنِ البَديعِ مُقَلَّدِ
هَيفاءُ ما تَهوى الَّذي أَهوى وَلا
تَفِ لِلَّذي وَعَدَت بِصِدقِ المَوعِدِ
سَحَبَت غَديرَتَها شُجاعاً أَسوَداً
لِتُخيفَ مَن يَقفو بِذاكَ الأَسوَدِ
وَاللَهِ ما خِفتُ المَنونَ وَإِنَّما
خَوفي أَموتُ فَلا أَراها في غَدِ
"
